Order City,Customer City,Order Country,Customer Country,Days for shipping (real),Sales per customer,Order Item Total,Shipping Mode,Delivery Status
Lagos,Chicago,Nigeria,EE. UU.,5,205.0,205.0,Standard Class,Late delivery
Nkongsamba,Staten Island,Camerún,EE. UU.,4,200.0,200.0,Standard Class,Shipping on time
Mbuji-mayi,Tucson,República Democrática del Congo,EE. UU.,6,149.9600067,149.9600067,Standard Class,Late delivery
Lome,Plymouth,Togo,EE. UU.,5,187.5,187.5,Standard Class,Late delivery
Pretoria,Cleveland,SudAfrica,EE. UU.,6,124.9499969,124.9499969,Standard Class,Late delivery
Dakar,Bronx,Senegal,EE. UU.,5,118.6999969,118.6999969,Standard Class,Late delivery
Mahajanga,Webster,Madagascar,EE. UU.,2,118.0800018,118.0800018,Standard Class,Advance shipping
Lome,Stockton,Togo,EE. UU.,5,74.34999847,74.34999847,Standard Class,Late delivery
Kano,Amarillo,Nigeria,EE. UU.,5,67.16000366,67.16000366,Standard Class,Late delivery
Annaba,Martinsburg,Argelia,EE. UU.,3,131.1600037,131.1600037,Standard Class,Advance shipping
Casablanca,Cumberland,Marruecos,EE. UU.,2,119.9599991,119.9599991,Standard Class,Advance shipping
Cotonou,Pekin,Benín,EE. UU.,3,186.7100067,186.7100067,Standard Class,Advance shipping
Jartum,Tallahassee,Sudán,EE. UU.,2,474.9500122,474.9500122,Standard Class,Advance shipping
Dar es Salaam,Jacksonville,Tanzania,EE. UU.,2,299.9500122,299.9500122,Standard Class,Advance shipping
Cairo,Woonsocket,Egipto,EE. UU.,2,165.9600067,165.9600067,Standard Class,Advance shipping
Cape Town,Stockton,SudAfrica,EE. UU.,6,200.0,200.0,Standard Class,Late delivery
Cape Town,Lithonia,SudAfrica,EE. UU.,6,196.7599945,196.7599945,Standard Class,Late delivery
Montpellier,Oak Lawn,Francia,EE. UU.,6,284.9500122,284.9500122,Standard Class,Late delivery
Khmelnytskyi,Detroit,Ucrania,EE. UU.,6,174.9499969,174.9499969,Standard Class,Late delivery
Vannes,Alhambra,Francia,EE. UU.,3,494.9500122,494.9500122,Standard Class,Advance shipping
Fuenlabrada,New Haven,España,EE. UU.,3,137.1499939,137.1499939,Standard Class,Advance shipping
Villemomble,North Tonawanda,Francia,EE. UU.,6,489.9500122,489.9500122,Standard Class,Late delivery
Montpellier,Phoenix,Francia,EE. UU.,2,484.9500122,484.9500122,Standard Class,Advance shipping
Gien,Kenner,Francia,EE. UU.,4,484.9500122,484.9500122,Standard Class,Shipping on time
Neuilly-sur-Seine,Washington,Francia,EE. UU.,2,484.9500122,484.9500122,Standard Class,Advance shipping
Viersen,Holland,Alemania,EE. UU.,5,155.1499939,155.1499939,Standard Class,Late delivery
Verona,Morrisville,Italia,EE. UU.,6,479.9500122,479.9500122,Standard Class,Late delivery
Fano,Memphis,Italia,EE. UU.,4,479.9500122,479.9500122,Standard Class,Shipping on time
Gdynia,Federal Way,Polonia,EE. UU.,3,474.9500122,474.9500122,Standard Class,Advance shipping
Talavera de la Reina,San Diego,España,EE. UU.,6,474.9500122,474.9500122,Standard Class,Late delivery
Montreuil,Chicago,Francia,EE. UU.,2,474.9500122,474.9500122,Standard Class,Advance shipping
Marseille,Los Angeles,Francia,EE. UU.,5,166.1999969,166.1999969,Standard Class,Late delivery
Lisbon,Bronx,Portugal,EE. UU.,6,165.3300018,165.3300018,Standard Class,Late delivery
Wolverhampton,Long Beach,Reino Unido,EE. UU.,5,464.9500122,464.9500122,Standard Class,Late delivery
Satu Mare,Chicago,Rumania,EE. UU.,6,454.9500122,454.9500122,Standard Class,Late delivery
Guadalajara,West Covina,México,EE. UU.,3,101.9800034,101.9800034,Standard Class,Advance shipping
Cúcuta,Ventura,Colombia,EE. UU.,6,101.9800034,101.9800034,Standard Class,Late delivery
Zacatecas,Washington,México,EE. UU.,2,99.58000183,99.58000183,Standard Class,Advance shipping
Chihuahua,Valrico,México,EE. UU.,4,99.58000183,99.58000183,Standard Class,Shipping on time
Brasília,Kaneohe,Brasil,EE. UU.,6,99.58000183,99.58000183,Standard Class,Late delivery
Santarém,Ventura,Brasil,EE. UU.,3,100.0,100.0,Standard Class,Advance shipping
Joinville,Brooklyn,Brasil,EE. UU.,2,100.0,100.0,Standard Class,Advance shipping
Monterrey,Oceanside,México,EE. UU.,4,99.0,99.0,Standard Class,Shipping on time
Pitalito,Fort Worth,Colombia,EE. UU.,2,79.18000031,79.18000031,Standard Class,Advance shipping
Puebla,Plymouth,México,EE. UU.,4,97.0,97.0,Standard Class,Shipping on time
Santo Domingo,Brooklyn,República Dominicana,EE. UU.,3,96.0,96.0,Standard Class,Advance shipping
Querétaro,Cleveland,México,EE. UU.,4,76.77999878,76.77999878,Standard Class,Shipping on time
Chaguanas,Philadelphia,Trinidad y Tobago,EE. UU.,5,75.98000336,75.98000336,Standard Class,Late delivery
Chimaltenango,Lodi,Guatemala,EE. UU.,6,75.98000336,75.98000336,Standard Class,Late delivery
Belo Horizonte,Bakersfield,Brasil,EE. UU.,6,95.0,95.0,Standard Class,Late delivery
Tlaquepaque,Philadelphia,México,EE. UU.,5,132.3000031,132.3000031,Standard Class,Late delivery
San Miguelito,Long Beach,Panamá,EE. UU.,5,46.5,46.5,Standard Class,Late delivery
Hermosillo,San Jose,México,EE. UU.,3,93.0,93.0,Standard Class,Advance shipping
Coacalco,Murfreesboro,México,EE. UU.,3,93.0,93.0,Standard Class,Advance shipping
Balneário Camboriú,Carlsbad,Brasil,EE. UU.,5,72.77999878,72.77999878,Standard Class,Late delivery
Tegucigalpa,Hamilton,Honduras,EE. UU.,3,71.98000336,71.98000336,Standard Class,Advance shipping
Petapa,Houston,Guatemala,EE. UU.,4,71.98000336,71.98000336,Standard Class,Shipping on time
La Ceiba,New York,Honduras,EE. UU.,4,90.0,90.0,Standard Class,Shipping on time
Maturín,Hayward,Venezuela,EE. UU.,3,71.98000336,71.98000336,Standard Class,Advance shipping
Parintins,Bridgeton,Brasil,EE. UU.,4,90.0,90.0,Standard Class,Shipping on time
São Paulo,Martinsburg,Brasil,EE. UU.,5,90.0,90.0,Standard Class,Late delivery
Santiago de Cuba,Bay Shore,Cuba,EE. UU.,3,70.37999725,70.37999725,Standard Class,Advance shipping
Puebla,Palatine,México,EE. UU.,2,88.0,88.0,Standard Class,Advance shipping
Mixco,Smyrna,Guatemala,EE. UU.,3,87.0,87.0,Standard Class,Advance shipping
Huehuetenango,Van Nuys,Guatemala,EE. UU.,2,85.0,85.0,Standard Class,Advance shipping
Chinautla,Opa Locka,Guatemala,EE. UU.,4,66.37999725,66.37999725,Standard Class,Shipping on time
Apopa,Los Angeles,El Salvador,EE. UU.,2,65.58000183,65.58000183,Standard Class,Advance shipping
Sorocaba,Saint Paul,Brasil,EE. UU.,2,65.58000183,65.58000183,Standard Class,Advance shipping
San Justo,Edison,Argentina,EE. UU.,6,65.58000183,65.58000183,Standard Class,Late delivery
Colombo,Baytown,Brasil,EE. UU.,5,82.0,82.0,Standard Class,Late delivery
Apopa,Los Angeles,El Salvador,EE. UU.,2,80.0,80.0,Standard Class,Advance shipping
Itu,Sylmar,Brasil,EE. UU.,4,80.0,80.0,Standard Class,Shipping on time
Puebla,Palatine,México,EE. UU.,2,59.99000168,59.99000168,Standard Class,Advance shipping
Cuernavaca,Bend,México,EE. UU.,5,59.99000168,59.99000168,Standard Class,Late delivery
Villa Nueva,Baytown,Guatemala,EE. UU.,2,75.0,75.0,Standard Class,Advance shipping
Chimaltenango,Lodi,Guatemala,EE. UU.,6,63.34000015,63.34000015,Standard Class,Late delivery
Águas Lindas de Goiás,Opa Locka,Brasil,EE. UU.,3,47.22999954,47.22999954,Standard Class,Advance shipping
Vespasiano,Burnsville,Brasil,EE. UU.,5,35.97999954,35.97999954,Standard Class,Late delivery
Bogotá,Huntington Station,Colombia,EE. UU.,6,84.45999908,84.45999908,Standard Class,Late delivery
Bhilai,Caguas,India,Puerto Rico,3,262.2000122,262.2000122,Standard Class,Advance shipping
Qingdao,Sunnyvale,China,EE. UU.,2,245.8099976,245.8099976,Standard Class,Advance shipping
Qingdao,Sugar Land,China,EE. UU.,6,327.75,327.75,Second Class,Late delivery
Herat,Caguas,Afganistán,Puerto Rico,5,324.4700012,324.4700012,Standard Class,Late delivery
Herat,Brighton,Afganistán,EE. UU.,4,321.2000122,321.2000122,Standard Class,Shipping on time
Herat,Caguas,Afganistán,Puerto Rico,3,317.9200134,317.9200134,Standard Class,Advance shipping
Sydney,Garden Grove,Australia,EE. UU.,2,314.6400146,314.6400146,Standard Class,Shipping canceled
Bandung,Caguas,Indonesia,Puerto Rico,6,311.3599854,311.3599854,Second Class,Late delivery
Newcastle,Bismarck,Australia,EE. UU.,5,309.7200012,309.7200012,Standard Class,Late delivery
Tongchuan,Caguas,China,Puerto Rico,2,304.8099976,304.8099976,First Class,Late delivery
Tongchuan,Gaithersburg,China,EE. UU.,3,298.25,298.25,Standard Class,Advance shipping
Tongchuan,Caguas,China,Puerto Rico,2,294.980011,294.980011,Standard Class,Advance shipping
Tongchuan,Bismarck,China,EE. UU.,6,288.4200134,288.4200134,Standard Class,Late delivery
Ujjain,Honolulu,India,EE. UU.,5,285.1400146,285.1400146,Standard Class,Late delivery
Ujjain,Lilburn,India,EE. UU.,4,278.5899963,278.5899963,Standard Class,Shipping on time
Balikpapan,Caguas,Indonesia,Puerto Rico,3,275.3099976,275.3099976,Standard Class,Advance shipping
Balikpapan,Virginia Beach,Indonesia,EE. UU.,2,272.0299988,272.0299988,Standard Class,Advance shipping
Balikpapan,Azusa,Indonesia,EE. UU.,6,268.7600098,268.7600098,Second Class,Late delivery
Balikpapan,Long Beach,Indonesia,EE. UU.,5,262.2000122,262.2000122,Standard Class,Late delivery
Pune,Bronx,India,EE. UU.,4,245.8099976,245.8099976,Standard Class,Shipping on time
Pune,Caguas,India,Puerto Rico,3,327.75,327.75,Standard Class,Advance shipping
Pune,Provo,India,EE. UU.,2,324.4700012,324.4700012,First Class,Late delivery
Pune,Columbia,India,EE. UU.,2,321.2000122,321.2000122,First Class,Late delivery
Pune,Caguas,India,Puerto Rico,2,317.9200134,317.9200134,First Class,Late delivery
Weifang,Stockton,China,EE. UU.,2,314.6400146,314.6400146,First Class,Late delivery
Yogyakarta,Marietta,Indonesia,EE. UU.,0,311.3599854,311.3599854,Same Day,Shipping on time
Yogyakarta,Caguas,Indonesia,Puerto Rico,0,309.7200012,309.7200012,Same Day,Shipping on time
Toowoomba,Holland,Australia,EE. UU.,0,304.8099976,304.8099976,Same Day,Shipping on time
Toowoomba,Rio Grande,Australia,Puerto Rico,5,298.25,298.25,Standard Class,Late delivery
Toowoomba,Brooklyn,Australia,EE. UU.,4,294.980011,294.980011,Standard Class,Shipping on time
Rockhampton,Caguas,Australia,Puerto Rico,3,288.4200134,288.4200134,Standard Class,Advance shipping
Rockhampton,Denver,Australia,EE. UU.,2,285.1400146,285.1400146,Standard Class,Advance shipping
Rockhampton,Taylor,Australia,EE. UU.,6,278.5899963,278.5899963,Standard Class,Late delivery
Siping,Caguas,China,Puerto Rico,5,275.3099976,275.3099976,Standard Class,Shipping canceled
Perth,Chicago,Australia,EE. UU.,4,272.0299988,272.0299988,Second Class,Late delivery
Perth,Caguas,Australia,Puerto Rico,3,268.7600098,268.7600098,Standard Class,Advance shipping
Shanghái,Detroit,China,EE. UU.,2,262.2000122,262.2000122,Second Class,Shipping on time
Depok,Caguas,Indonesia,Puerto Rico,2,245.8099976,245.8099976,First Class,Late delivery
Depok,Murfreesboro,Indonesia,EE. UU.,5,327.75,327.75,Second Class,Late delivery
Kawasaki,Caguas,Japón,Puerto Rico,4,324.4700012,324.4700012,Second Class,Late delivery
Lahore,Cleveland,Pakistán,EE. UU.,3,321.2000122,321.2000122,Standard Class,Advance shipping
Shanghái,Caguas,China,Puerto Rico,2,317.9200134,317.9200134,Standard Class,Advance shipping
Bangalore,Lockport,India,EE. UU.,6,314.6400146,314.6400146,Standard Class,Late delivery
Bangalore,Caguas,India,Puerto Rico,5,311.3599854,311.3599854,Standard Class,Late delivery
Bangalore,Saint Charles,India,EE. UU.,4,309.7200012,309.7200012,Second Class,Late delivery
Bangalore,Los Angeles,India,EE. UU.,3,304.8099976,304.8099976,Second Class,Shipping canceled
Bangalore,Cupertino,India,EE. UU.,2,298.25,298.25,Standard Class,Advance shipping
Malang,Caguas,Indonesia,Puerto Rico,6,294.980011,294.980011,Standard Class,Late delivery
Ho Chi Minh City,Springfield,Vietnam,EE. UU.,5,288.4200134,288.4200134,Standard Class,Late delivery
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,4,285.1400146,285.1400146,Second Class,Late delivery
Ho Chi Minh City,Mission Viejo,Vietnam,EE. UU.,3,278.5899963,278.5899963,Standard Class,Advance shipping
Ho Chi Minh City,Los Angeles,Vietnam,EE. UU.,2,275.3099976,275.3099976,Standard Class,Advance shipping
Shenyang,Caguas,China,Puerto Rico,6,272.0299988,272.0299988,Second Class,Late delivery
Shenyang,Roswell,China,EE. UU.,5,268.7600098,268.7600098,Second Class,Late delivery
Daegu,Caguas,Corea del Sur,Puerto Rico,2,262.2000122,262.2000122,First Class,Late delivery
Manila,Ypsilanti,Filipinas,EE. UU.,2,245.8099976,245.8099976,First Class,Late delivery
Manila,Brooklyn,Filipinas,EE. UU.,2,327.75,327.75,Second Class,Shipping on time
Rajkot,Caguas,India,Puerto Rico,6,324.4700012,324.4700012,Second Class,Late delivery
Rajkot,Peoria,India,EE. UU.,5,321.2000122,321.2000122,Second Class,Late delivery
Rajkot,Caguas,India,Puerto Rico,2,317.9200134,317.9200134,First Class,Late delivery
Rajkot,Garden Grove,India,EE. UU.,2,314.6400146,314.6400146,First Class,Late delivery
Gorakhpur,Caguas,India,Puerto Rico,2,311.3599854,311.3599854,First Class,Late delivery
Surabaya,Clementon,Indonesia,EE. UU.,6,309.7200012,309.7200012,Standard Class,Late delivery
Surabaya,Memphis,Indonesia,EE. UU.,5,304.8099976,304.8099976,Standard Class,Late delivery
Surabaya,Antioch,Indonesia,EE. UU.,4,298.25,298.25,Standard Class,Shipping on time
Brisbane,Caguas,Australia,Puerto Rico,3,294.980011,294.980011,Standard Class,Advance shipping
Bangkok,Salt Lake City,Tailandia,EE. UU.,2,288.4200134,288.4200134,Standard Class,Advance shipping
Bangkok,Caguas,Tailandia,Puerto Rico,6,285.1400146,285.1400146,Standard Class,Late delivery
Daca,Bakersfield,Bangladés,EE. UU.,5,278.5899963,278.5899963,Standard Class,Late delivery
Daca,Caguas,Bangladés,Puerto Rico,4,275.3099976,275.3099976,Standard Class,Shipping on time
Nagpur,Granada Hills,India,EE. UU.,3,272.0299988,272.0299988,Standard Class,Advance shipping
Nagpur,Caguas,India,Puerto Rico,2,268.7600098,268.7600098,Standard Class,Advance shipping
Bangkok,Tallahassee,Tailandia,EE. UU.,6,262.2000122,262.2000122,Standard Class,Late delivery
Nakhon Ratchasima,Caguas,Tailandia,Puerto Rico,5,245.8099976,245.8099976,Standard Class,Late delivery
Sydney,Hempstead,Australia,EE. UU.,4,327.75,327.75,Standard Class,Shipping on time
Sydney,Caguas,Australia,Puerto Rico,3,324.4700012,324.4700012,Standard Class,Advance shipping
Kota Kinabalu,Astoria,Malasia,EE. UU.,2,321.2000122,321.2000122,Standard Class,Advance shipping
Jiutai,Gilroy,China,EE. UU.,6,317.9200134,317.9200134,Standard Class,Late delivery
Jiutai,Caguas,China,Puerto Rico,5,314.6400146,314.6400146,Standard Class,Late delivery
Singapur,Azusa,Singapur,EE. UU.,4,311.3599854,311.3599854,Second Class,Late delivery
Brisbane,Caguas,Australia,Puerto Rico,3,309.7200012,309.7200012,Second Class,Late delivery
Shantou,Lenoir,China,EE. UU.,2,304.8099976,304.8099976,First Class,Late delivery
Shantou,Columbus,China,EE. UU.,6,298.25,298.25,Second Class,Late delivery
Shantou,Albany,China,EE. UU.,5,294.980011,294.980011,Second Class,Late delivery
Shantou,Humacao,China,Puerto Rico,4,288.4200134,288.4200134,Second Class,Late delivery
Shantou,Caguas,China,Puerto Rico,1,285.1400146,285.1400146,Same Day,Late delivery
Shantou,Lindenhurst,China,EE. UU.,1,278.5899963,278.5899963,Same Day,Late delivery
Cairns,Elyria,Australia,EE. UU.,1,275.3099976,275.3099976,Same Day,Late delivery
Cairns,Caguas,Australia,Puerto Rico,1,272.0299988,272.0299988,Same Day,Late delivery
Brisbane,Riverside,Australia,EE. UU.,1,268.7600098,268.7600098,Same Day,Late delivery
Brisbane,Caguas,Australia,Puerto Rico,1,262.2000122,262.2000122,Same Day,Shipping canceled
Jaipur,Carson,India,EE. UU.,1,245.8099976,245.8099976,Same Day,Late delivery
Jaipur,Mesa,India,EE. UU.,6,327.75,327.75,Standard Class,Late delivery
Ho Chi Minh City,Caguas,Vietnam,Puerto Rico,5,324.4700012,324.4700012,Standard Class,Late delivery
Raipur,Honolulu,India,EE. UU.,4,321.2000122,321.2000122,Standard Class,Shipping on time
Loudi,Caguas,China,Puerto Rico,3,317.9200134,317.9200134,Standard Class,Advance shipping
Petapa,Caguas,Guatemala,Puerto Rico,6,120.0,120.0,Second Class,Late delivery
Tipitapa,Caguas,Nicaragua,Puerto Rico,6,112.5,112.5,Second Class,Late delivery
Tabuk,Caguas,Arabia Saudí,Puerto Rico,2,254.9700012,254.9700012,Second Class,Shipping on time
Manukau City,Caguas,Nueva Zelanda,Puerto Rico,6,113.9700012,113.9700012,Second Class,Late delivery
Estambul,Caguas,Turquía,Puerto Rico,5,254.9700012,254.9700012,Second Class,Late delivery
Yakarta,Caguas,Indonesia,Puerto Rico,3,178.1699982,178.1699982,Second Class,Late delivery
Ulan Bator,Caguas,Mongolia,Puerto Rico,3,172.7700043,172.7700043,Second Class,Late delivery
Tangerang,Caguas,Indonesia,Puerto Rico,2,170.0700073,170.0700073,Second Class,Shipping on time
Shenzhen,Caguas,China,Puerto Rico,2,163.7700043,163.7700043,Second Class,Shipping on time
Brisbane,Caguas,Australia,Puerto Rico,6,152.9700012,152.9700012,Second Class,Late delivery
Tangerang,Caguas,Indonesia,Puerto Rico,2,150.0,150.0,Second Class,Shipping on time
Sydney,Caguas,Australia,Puerto Rico,5,95.98000336,95.98000336,Second Class,Late delivery
Newcastle,Caguas,Australia,Puerto Rico,5,65.30999756,65.30999756,Second Class,Late delivery
Aurangabad,Caguas,India,Puerto Rico,3,35.97999954,35.97999954,Second Class,Late delivery
Seattle,Caguas,Estados Unidos,Puerto Rico,5,156.5700073,156.5700073,Second Class,Late delivery
San Francisco,Caguas,Estados Unidos,Puerto Rico,6,114.7200012,114.7200012,Second Class,Late delivery
Oakland,Caguas,Estados Unidos,Puerto Rico,2,293.9700012,293.9700012,Second Class,Shipping on time
New York City,Caguas,Estados Unidos,Puerto Rico,5,278.9700012,278.9700012,Second Class,Late delivery
New York City,Caguas,Estados Unidos,Puerto Rico,5,152.9700012,152.9700012,Second Class,Late delivery
Overland Park,Caguas,Estados Unidos,Puerto Rico,4,145.5,145.5,Second Class,Late delivery
Monroe,Caguas,Estados Unidos,Puerto Rico,6,139.5,139.5,Second Class,Late delivery
Potchefstroom,Caguas,SudAfrica,Puerto Rico,3,335.9700012,335.9700012,Second Class,Late delivery
Cape Town,Caguas,SudAfrica,Puerto Rico,2,122.8399963,122.8399963,Second Class,Shipping on time
Wiesbaden,Caguas,Alemania,Puerto Rico,6,395.9599915,395.9599915,Second Class,Late delivery
Montpellier,Caguas,Francia,Puerto Rico,2,126.6800003,126.6800003,Second Class,Shipping on time
Munich,Caguas,Alemania,Puerto Rico,2,391.9599915,391.9599915,Second Class,Shipping on time
Portsmouth,Caguas,Reino Unido,Puerto Rico,4,227.9600067,227.9600067,Second Class,Late delivery
Eastbourne,Caguas,Reino Unido,Puerto Rico,3,201.5700073,201.5700073,Second Class,Late delivery
Dortmund,Caguas,Alemania,Puerto Rico,3,201.5700073,201.5700073,Second Class,Late delivery
Bobigny,Caguas,Francia,Puerto Rico,2,200.0,200.0,Second Class,Shipping on time
Lille,Caguas,Francia,Puerto Rico,3,156.7599945,156.7599945,Second Class,Late delivery
Giurgiu,Caguas,Rumania,Puerto Rico,2,190.0,190.0,Second Class,Shipping on time
Portsmouth,Caguas,Reino Unido,Puerto Rico,4,189.0,189.0,Second Class,Late delivery
Tamworth,Caguas,Reino Unido,Puerto Rico,2,186.0,186.0,Second Class,Shipping on time
Lviv,Caguas,Ucrania,Puerto Rico,3,145.5599976,145.5599976,Second Class,Late delivery
London,Caguas,Reino Unido,Puerto Rico,5,180.0,180.0,Second Class,Late delivery
Drancy,Caguas,Francia,Puerto Rico,2,127.9700012,127.9700012,Second Class,Shipping on time
Lviv,Caguas,Ucrania,Puerto Rico,3,84.97000122,84.97000122,Second Class,Late delivery
Villa Nueva,Caguas,Guatemala,Puerto Rico,2,395.9599915,395.9599915,Second Class,Shipping on time
Santo Domingo,Caguas,República Dominicana,Puerto Rico,5,339.9700012,339.9700012,Second Class,Late delivery
Hidalgo,Caguas,México,Puerto Rico,4,335.9700012,335.9700012,Second Class,Late delivery
Irapuato,Caguas,México,Puerto Rico,3,239.9600067,239.9600067,Second Class,Late delivery
Ixtapaluca,Caguas,México,Puerto Rico,4,203.9700012,203.9700012,Second Class,Late delivery
